agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
Crowley Police Department,Local police department,38, , , , , ,Po Box 436, , ,Crowley,LA,Acadia,70526, , , , ,22001,"Po Box 436, Crowley, LA 70526",30.2070204,-92.3616203
Apache County Sheriff's Office,Sheriff's office,38, , , , , ,Po Box 518, , ,Saint Johns,AZ,Apache,85936, , , , ,4001,"Po Box 518, Saint Johns, AZ 85936",34.5058698,-109.3609327
Morehead City Police Department,Local police department,38, , , , , ,202 S. 8Th St.,PO Drawer M, ,Morehead City,NC,Carteret,28557, , , , ,37031,"202 S. 8Th St., Morehead City, NC 28557",34.7202321,-76.7130437
Hendersonville Police Department,Local police department,38, , , , , ,Po Box 1670, , ,Hendersonville,NC,Henderson,28792, , , , ,37089,"Po Box 1670, Hendersonville, NC 28792",35.3187279,-82.4609528
Austin County Sheriff's Office,Sheriff's office,38, , , , , ,417 N Chesley St, , ,Bellville,TX,Austin,77418, , , , ,48015,"417 N Chesley St, Bellville, TX 77418",29.9578573,-96.2634008
Mount Airy Police Department,Local police department,38, , , , , ,Po Box 1244, , ,Mount Airy,NC,Surry,27030, , , , ,37171,"Po Box 1244, Mount Airy, NC 27030",36.4999641,-80.6053793
Hidalgo Police Department,Local police department,38, , , , , ,211 E Esperanza, , ,Hidalgo,TX,Hidalgo,78557, , , , ,48215,"211 E Esperanza, Hidalgo, TX 78557",26.1002465,-98.2602573
Abbeville Police Department,Local police department,38, , , , , ,304 Charity St., , ,Abbveille,LA,Vermilion,70510, , , , ,22113,"304 Charity St., Abbveille, LA 70510",29.9733609,-92.1332065
Boone Police Department,Local police department,38, , , , , ,Po Drawer 192, , ,Boone,NC,Watauga,28607, , , , ,37189,"Po Drawer 192, Boone, NC 28607",36.203966,-81.7046702
Roanoke Rapids Police Department,Local police department,38, , , , , ,Po Box 38, , ,Roanoke Rapids,NC,Halifax,27870, , , , ,37083,"Po Box 38, Roanoke Rapids, NC 27870",36.4260215,-77.7223162
Elkton Police Department,Local police department,38, , , , , ,P.O. Box 578, , ,Elkton,MD,Cecil,21921, , , , ,24015,"P.O. Box 578, Elkton, MD 21921",39.6149526,-75.835064
Goodlettsville Police Department,Local police department,38, , , , , ,105 S. Main St., , ,Goodlettsville,TN,Davidson,37072, , , , ,47037,"105 S. Main St., Goodlettsville, TN 37072",36.3221653,-86.71436709999999
Williamsburg County Sheriff's Office,Sheriff's office,38, , , , , ,126 Jackson St,PO Box 179, ,Kingstree,SC,Williamsburg,29556, , , , ,45089,"126 Jackson St, Kingstree, SC 29556",33.6623111,-79.831671
Morehouse Parish Sheriff's Office,Sheriff's office,38, , , , , ,351 S Franklin St, , ,Bastrop,LA,Morehouse,71220, , , , ,22067,"351 S Franklin St, Bastrop, LA 71220",32.7757553,-91.9127942
Brownwood Police Department,Local police department,38, , , , , ,1050 W. Commerce, , ,Brownwood,TX,Brown,76801, , , , ,48049,"1050 W. Commerce, Brownwood, TX 76801",31.7252425,-99.00404619999999
Bogalusa Police Department,Local police department,37, , , , , ,214 Arkansas Ave, , ,Bogalusa,LA,Washington,70427, , , , ,22117,"214 Arkansas Ave, Bogalusa, LA 70427",30.7861446,-89.8605565
Corsicana Police Department,Local police department,37, , , , , ,200 North 12Th., , ,Corsicana,TX,Navarro,75110, , , , ,48349,"200 North 12Th., Corsicana, TX 75110",32.0934653,-96.46724859999999
Spring Hill Police Department,Local police department,37, , , , , ,P.O. Box 789, , ,Spring Hill,TN,Maury,37174, , , , ,47119,"P.O. Box 789, Spring Hill, TN 37174",35.72228630000001,-86.8822445
Dunn Police Department,Local police department,37, , , , , ,Po Box 1065, , ,Dunn,NC,Harnett,28334, , , , ,37085,"Po Box 1065, Dunn, NC 28334",35.3062743,-78.6089028
Gainesville Police Department,Local police department,37, , , , , ,201 Santa Fe St., , ,Gainesville,TX,Cooke,76240, , , , ,48097,"201 Santa Fe St., Gainesville, TX 76240",33.6418596,-97.1469075
Baker Police Department,Local police department,37, , , , , ,Po Box 389, , ,Baker,LA,East Baton Rouge,70714, , , , ,22033,"Po Box 389, Baker, LA 70714",30.5882429,-91.16816299999999
Claiborne Parish Sheriff's Office,Sheriff's office,37, , , , , ,613 E Main St, , ,Homer,LA,Claiborne,71040, , , , ,22027,"613 E Main St, Homer, LA 71040",32.79295159999999,-93.0548936
Alice Police Department,Local police department,37, , , , , ,415 East Main, , ,Alice,TX,Jim Wells,78332, , , , ,48249,"415 East Main, Alice, TX 78332",27.7503915,-98.07268959999999
Uvalde Police Department,Local police department,37, , , , , ,P. O. Box 799, , ,Uvalde,TX,Uvalde,78802, , , , ,48463,"P. O. Box 799, Uvalde, TX 78802",29.1405641,-100.0191857
Rockwall County Sheriff's Office,Sheriff's office,37, , , , , ,972 T L Townsend Dr, , ,Rockwall,TX,Rockwall,75087, , , , ,48397,"972 T L Townsend Dr, Rockwall, TX 75087",32.919874,-96.453448
Angleton Police Department,Local police department,37, , , , , ,104 Cannan Dr., , ,Angleton,TX,Brazoria,77515, , , , ,48039,"104 Cannan Dr., Angleton, TX 77515",29.1818491,-95.43003949999999
Roane County Sheriff's Office,Sheriff's office,37, , , , , ,200 Main St, , ,Kingston,TN,Roane,37763, , , , ,47145,"200 Main St, Kingston, TN 37763",35.8809084,-84.5085447
Gaffney Police Department,Local police department,37, , , , , ,Po Box 2109, , ,Gaffney,SC,Cherokee,29342, , , , ,45021,"Po Box 2109, Gaffney, SC 29342",35.07317,-81.65133
Liberty County Sheriff's Office,Sheriff's office,37, , , , , ,Po Box 170,111 1/2 E Adams, ,Liberty,TX,Liberty,77575, , , , ,48291,"Po Box 170, Liberty, TX 77575",30.057993,-94.7954783
Charlotte Douglas International Airport Police,Special jurisdiction,37, , , , , ,Po Box 19066, , ,Charlotte,NC,Mecklenburg,28219, , , , ,37119,"Po Box 19066, Charlotte, NC 28219",35.2270869,-80.8431267
Waller County Sheriff's Office,Sheriff's office,37, , , , , ,701 Calvit St, , ,Hempstead,TX,Waller,77445, , , , ,48473,"701 Calvit St, Hempstead, TX 77445",30.1023564,-96.0753246
McMinnville Police Department,Local police department,36, , , , , ,P.O. Box 7088, , ,McMinnville,TN,Warren,37111, , , , ,47177,"P.O. Box 7088, McMinnville, TN 37111",35.69,-85.78
Monroe County Sheriff's Office,Sheriff's office,36, , , , , ,301 N College Ave,Justice Building, ,Madisonville,TN,Monroe,37354, , , , ,47123,"301 N College Ave, Madisonville, TN 37354",35.5211302,-84.3632322
Union City Police Department,Local police department,36, , , , , ,P.O. Box 9, , ,Union City,TN,Obion,38261, , , , ,47131,"P.O. Box 9, Union City, TN 38261",36.4224953,-89.0579679
Ruston Police Department,Local police department,36, , , , , ,5117 N Winnifred Street,5219 N SHIRLEY STREET, ,Ruston,LA,Lincoln,71273, , , , ,22061,"5117 N Winnifred Street, Ruston, LA 71273",32.5232053,-92.63792699999999
Washington Police Department,Local police department,36, , , , , ,Po Box 605, , ,Washington,NC,Beaufort,27889, , , , ,37013,"Po Box 605, Washington, NC 27889",35.5512023,-77.05956460000002
Bennettsville Police Department,Local police department,36, , , , , ,Po Box 557, , ,Bennettsville,SC,Marlboro,29512, , , , ,45069,"Po Box 557, Bennettsville, SC 29512",34.6173803,-79.68478139999999
Dorchester County Sheriff's Office,Sheriff's office,36, , , , , ,100 Sears St, , ,Cambridge,MD,Dorchester,21613, , , , ,24019,"100 Sears St, Cambridge, MD 21613",38.5632868,-76.0785791
La Paz County Sheriff's Office,Sheriff's office,36, , , , , ,1109 W Arizona Ave, , ,Parker,AZ,La Paz,85344, , , , ,4012,"1109 W Arizona Ave, Parker, AZ 85344",34.1455578,-114.2904066
Spring I.S.D. Police Dept.,Special jurisdiction,36, , , , , ,210 North Forest Blvd., , ,Houston,TX,Harris,77090, , , , ,48201,"210 North Forest Blvd., Houston, TX 77090",30.0063971,-95.4293222
Texas Southern University Police Dept.,Special jurisdiction,36, , , , , ,3100 Cleburne, , ,Houston,TX,Harris,77004, , , , ,48201,"3100 Cleburne, Houston, TX 77004",29.7209701,-95.359957
Katy I.S.D. Police Dept.,Special jurisdiction,36, , , , , ,20370 Franz Road, , ,Katy,TX,Harris,77449, , , , ,48201,"20370 Franz Road, Katy, TX 77449",29.8020905,-95.73981219999999
Bastrop Police Department,Local police department,35, , , , , ,202 E. Jefferson St., , ,Bastrop,LA,Morehouse,71220, , , , ,22067,"202 E. Jefferson St., Bastrop, LA 71220",32.7785879,-91.9165958
Kilgore Police Department,Local police department,35, , , , , ,P.O. Box 3066, , ,Kilgore,TX,Gregg,75663, , , , ,48183,"P.O. Box 3066, Kilgore, TX 75663",32.3891032,-94.87289559999999
Simpsonville Police Department,Local police department,35, , , , , ,P.O. Box 378, , ,Simpsonville,SC,Greenville,29681, , , , ,45045,"P.O. Box 378, Simpsonville, SC 29681",34.7370639,-82.25428339999999
Bedford County Sheriff's Office,Sheriff's office,35, , , , , ,1345 Falling Creek Rd, , ,Shelbyville,TN,Bedford,37160, , , , ,47003,"1345 Falling Creek Rd, Shelbyville, TN 37160",35.483406,-86.46027169999999
Havre De Grace Police Department,Local police department,35, , , , , ,715 Pennington Avenue, , ,Havre De Grace,MD,Harford,21078, , , , ,24025,"715 Pennington Avenue, Havre De Grace, MD 21078",39.5489313,-76.0965346
Balch Springs Police Department,Local police department,35, , , , , ,12500 Elam Rd., , ,Balch Springs,TX,Dallas,75180, , , , ,48113,"12500 Elam Rd., Balch Springs, TX 75180",32.71887299999999,-96.610948
Bay City Police Department,Local police department,35, , , , , ,501 Third St, , ,Bay City,TX,Matagorda,77414, , , , ,48321,"501 Third St, Bay City, TX 77414",28.9783161,-95.9832623
Georgetown Police Department,Local police department,35, , , , , ,108 East State Street, , ,Georgetown,SC,Georgetown,29440, , , , ,45043,"108 East State Street, Georgetown, SC 29440",33.376834,-79.2944964
Elizabethton Police Department,Local police department,35, , , , , ,136 S. Sycamore St., , ,Elizabethton,TN,Carter,37643, , , , ,47019,"136 S. Sycamore St., Elizabethton, TN 37643",36.3470778,-82.21404369999999
Rockingham Police Department,Local police department,35, , , , , ,Po Box 506, , ,Rockingham,NC,Richmond,28380, , , , ,37153,"Po Box 506, Rockingham, NC 28380",34.94,-79.77
Yadkin County Sheriff's Office,Sheriff's office,35, , , , , ,Po Box 443, , ,Yadkinville,NC,Yadkin,27055, , , , ,37197,"Po Box 443, Yadkinville, NC 27055",36.1345807,-80.6595079
Lancaster Police Department,Local police department,35, , , , , ,25 Main Street, , ,Lancaster,SC,Lancaster,29721, , , , ,45057,"25 Main Street, Lancaster, SC 29721",34.7284375,-80.7752955
Bluffton Police Department,Local police department,35, , , , , ,154 N. Main Street, , ,Bluffton,SC,Beaufort,29910, , , , ,45013,"154 N. Main Street, Bluffton, SC 29910",32.216641,-80.7217345
Morgan State University Police,Special jurisdiction,35, , , , , ,1700 E Cold Spring Lane, , ,Baltimore,MD,Baltimore City,21251, , , , ,24510,"1700 E Cold Spring Lane, Baltimore, MD 21251",39.34629109999999,-76.5832995
Terrell Police Department,Local police department,35, , , , , ,201 E. Nash Street, , ,Terrell,TX,Kaufman,75160, , , , ,48257,"201 E. Nash Street, Terrell, TX 75160",32.7376148,-96.2754744
Arizona Department of Gaming,Special jurisdiction,35, , , , , ,202 E. Earll Dr,Ste 200, ,Phoenix,AZ,Maricopa,85012, , , , ,4013,"202 E. Earll Dr, Phoenix, AZ 85012",33.48421039999999,-112.0714369
El Paso Community College Police Dept.,Special jurisdiction,35, , , , , ,P. O. Box 20500, , ,El Paso,TX,El Paso,79998, , , , ,48141,"P. O. Box 20500, El Paso, TX 79998",31.77,-106.43
Stephenville Police Department,Local police department,34, , , , , ,356 N. Belknap, , ,Stephenville,TX,Erath,76401, , , , ,48143,"356 N. Belknap, Stephenville, TX 76401",32.2218265,-98.2042613
Ennis Police Department,Local police department,34, , , , , ,119 W Brown, , ,Ennis,TX,Ellis,75119, , , , ,48139,"119 W Brown, Ennis, TX 75119",32.3264577,-96.6271129
Matagorda County Sheriff's Office,Sheriff's office,34, , , , , ,2308 Ave F, , ,Bay City,TX,Matagorda,77414, , , , ,48321,"2308 Ave F, Bay City, TX 77414",28.980034,-95.970329
Franklin County Sheriff's Office,Sheriff's office,34, , , , , ,157 Lincoln Way E, , ,Winchester,TN,Franklin,37398, , , , ,47051,"157 Lincoln Way E, Winchester, TN 37398",35.1859163,-86.11220709999999
Seneca Police Department,Local police department,34, , , , , ,Po Box 4773, , ,Seneca,SC,Oconee,29679, , , , ,45073,"Po Box 4773, Seneca, SC 29679",34.69,-82.95
Martin County Sheriff's Office,Sheriff's office,34, , , , , ,Po Box 180,Capitol Ave, ,Williamston,NC,Martin,27892, , , , ,37117,"Po Box 180, Williamston, NC 27892",35.8546039,-77.0555114
Clinton Police Department,Local police department,34, , , , , ,322 East Michigan Ave, , ,Clinton,NC,Sampson,28329, , , , ,37163,"322 East Michigan Ave, Clinton, NC 28329",34.9979453,-78.32333249999999
Union Public Safety Department,Local police department,34, , , , , ,215 Thompson Blvd, , ,Union,SC,Union,29379, , , , ,45087,"215 Thompson Blvd, Union, SC 29379",34.7227789,-81.6276972
Plainview Police Department,Local police department,34, , , , , ,241 W. Broadway, , ,Plainview,TX,Hale,79072, , , , ,48189,"241 W. Broadway, Plainview, TX 79072",34.1636756,-101.7523854
White Settlement Police Department,Local police department,34, , , , , ,8900 Clifford St., , ,White Settlement,TX,Tarrant,76108, , , , ,48439,"8900 Clifford St., White Settlement, TX 76108",32.7669312,-97.4719356
Gonzales Police Department,Local police department,34, , , , , ,P. O. Box 547,716 ST. PAUL, ,Gonzales,LA,Ascension,70737, , , , ,22005,"P. O. Box 547, Gonzales, LA 70737",30.2385294,-90.9200987
Hartsville Police Department,Local police department,34, , , , , ,P.O. Box 2497, , ,Hartsville,SC,Darlington,29551, , , , ,45031,"P.O. Box 2497, Hartsville, SC 29551",34.37,-80.0699999
Fayette County Sheriff's Office,Sheriff's office,34, , , , , ,Po Box 509, , ,Somerville,TN,Fayette,38068, , , , ,47047,"Po Box 509, Somerville, TN 38068",35.2436969,-89.35007139999999
Newton Police Department,Local police department,34, , , , , ,Po Box 385,2 Amesbury Road, ,Newton,NC,Catawba,28658, , , , ,37035,"Po Box 385, Newton, NC 28658",35.6698552,-81.22147079999999
Paradise Valley Police Department,Local police department,34, , , , , ,6433 East Lincoln Drive, , ,Paradise Valley,AZ,Maricopa,85253, , , , ,4013,"6433 East Lincoln Drive, Paradise Valley, AZ 85253",33.5306269,-111.9410088
La Joya I.S.D. Police Dept.,Special jurisdiction,34, , , , , ,221 N. Stadium Dr., , ,La Joya,TX,Hidalgo,78560, , , , ,48215,"221 N. Stadium Dr., La Joya, TX 78560",26.2526547,-98.48449690000001
Colleyville Police Department,Local police department,34, , , , , ,5201 Riverwalk Dr., , ,Colleyville,TX,Tarrant,76034, , , , ,48439,"5201 Riverwalk Dr., Colleyville, TX 76034",32.8858419,-97.14699639999999
Jasper County Sheriff's Office,Sheriff's office,33, , , , , ,101 Burch St, , ,Ridgeland,SC,Jasper,29936, , , , ,45053,"101 Burch St, Ridgeland, SC 29936",32.4807435,-80.980386
Webb County Constable Pct. 1,Constable/marshal,33, , , , , ,1110 Victoria St Ste 102, , ,Laredo,TX,Webb,78040, , , , ,48479,"1110 Victoria St Ste 102, Laredo, TX 78040",27.5081152,-99.50696459999999
Minden Police Department,Local police department,33, , , , , ,Po Box 580, , ,Minden,LA,Webster,71055, , , , ,22119,"Po Box 580, Minden, LA 71055",32.7200835,-93.29861059999999
Graham Police Department,Local police department,33, , , , , ,216 S. Maple St.,PO Box 357, ,Graham,NC,Alamance,27253, , , , ,37001,"216 S. Maple St., Graham, NC 27253",36.0670304,-79.4017205
Covington Police Department,Local police department,33, , , , , ,One Police Memorial Dr., , ,Covington,TN,Tipton,38019, , , , ,47167,"One Police Memorial Dr., Covington, TN 38019",35.5699659,-89.6464641
East Ridge Police Department,Local police department,33, , , , , ,4214 Ringgold Rd., , ,East Ridge,TN,Hamilton,37412, , , , ,47065,"4214 Ringgold Rd., East Ridge, TN 37412",34.9966382,-85.24245499999999
Waynesville Police Department,Local police department,33, , , , , ,"320 Ichord Ave - Suite ""F""", , ,Waynesville,NC,Haywood,28786, , , , ,37087,"320 Ichord Ave - Suite ""F"", Waynesville, NC 28786",35.4887145,-82.98874769999999
Walker County Sheriff's Office,Sheriff's office,33, , , , , ,105 S Duke St,PO Box 767, ,Huntsville,TX,Walker,77320, , , , ,48471,"105 S Duke St, Huntsville, TX 77320",30.7235263,-95.55077709999999
Douglas Police Department,Local police department,33, , , , , ,29 Depot Street, , ,Douglas,AZ,Cochise,85608, , , , ,4003,"29 Depot Street, Douglas, AZ 85608",31.3458985,-109.5435127
Travis County Constable Pct. 5,Constable/marshal,33, , , , , ,1000 Guadalupe St Ste 111, , ,Austin,TX,Travis,78701, , , , ,48453,"1000 Guadalupe St Ste 111, Austin, TX 78701",30.2733227,-97.74499019999999
Granbury Police Department,Local police department,33, , , , , ,116 W. Bridge, , ,Granbury,TX,Hood,76048, , , , ,48221,"116 W. Bridge, Granbury, TX 76048",32.44379240000001,-97.78815519999999
Memorial Villages Police Department,Local police department,33, , , , , ,11981 Memorial Drive, , ,Houston,TX,Harris,77024, , , , ,48201,"11981 Memorial Drive, Houston, TX 77024",29.7620756,-95.5387488
University of North Carolina - Charlotte Police and Public Safety,Special jurisdiction,33, , , , , ,9201 University City Blvd, , ,Charlotte,NC,Mecklenburg,28223, , , , ,37119,"9201 University City Blvd, Charlotte, NC 28223",35.30703099999999,-80.7309078
Coolidge Police Department,Local police department,33, , , , , ,P. O. Box 457, , ,Coolidge,AZ,Pinal,85228, , , , ,4021,"P. O. Box 457, Coolidge, AZ 85228",32.977839,-111.517624
Pasadena I.S.D. Police Dept.,Special jurisdiction,32, , , , , ,1515 Cherrybrook, , ,Pasadena,TX,Harris,77502, , , , ,48201,"1515 Cherrybrook, Pasadena, TX 77502",29.6777202,-95.1916317
Seabrook Police Department,Local police department,32, , , , , ,1400 Cook, , ,Seabrook,TX,Harris,77586, , , , ,48201,"1400 Cook, Seabrook, TX 77586",29.5642257,-95.02360519999999
Sulphur Springs Police Department,Local police department,32, , , , , ,125 S. Davis Street, , ,Sulphur Springs,TX,Hopkins,75482, , , , ,48223,"125 S. Davis Street, Sulphur Springs, TX 75482",33.1367821,-95.60337700000001
Hanahan Police Department,Local police department,32, , , , , ,1255 Yeamans Hall Road, , ,Hanahan,SC,Berkeley,29410, , , , ,45015,"1255 Yeamans Hall Road, Hanahan, SC 29410",32.9031708,-80.00782819999999
Denham Springs Police Department,Local police department,32, , , , , ,Po Box 847, , ,Denham Springs,LA,Livingston,70727, , , , ,22063,"Po Box 847, Denham Springs, LA 70727",30.42,-90.89000000000001
Henderson Police Department,Local police department,32, , , , , ,223 Lead Street,PO Box 95050, ,Henderson,TX,Rusk,75652, , , , ,48401,"223 Lead Street, Henderson, TX 75652",32.1532156,-94.7993802
Eunice Police Department,Local police department,32, , , , , ,300 South 2Nd St., , ,Eunice,LA,St. Landry,70535, , , , ,22097,"300 South 2Nd St., Eunice, LA 70535",30.492231,-92.41546029999999
